RUN	LoadTest	loadtest	1697836068263	 	3.5.0
REQUEST		getOrders	1697836071453	1697836074087	OK	 
REQUEST		getOrders	1697836072230	1697836074088	OK	 
REQUEST		getOrders	1697836072371	1697836074088	OK	 
USER	first scenario	START	1697836074103
USER	first scenario	START	1697836074103
USER	first scenario	START	1697836074118
USER	first scenario	START	1697836074134
USER	first scenario	START	1697836074134
USER	first scenario	START	1697836074149
USER	first scenario	START	1697836074149
USER	first scenario	START	1697836074163
USER	first scenario	START	1697836074180
USER	first scenario	START	1697836074181
REQUEST		getOrders	1697836071065	1697836074191	OK	 
USER	first scenario	START	1697836074196
USER	first scenario	START	1697836074212
USER	first scenario	START	1697836074212
USER	first scenario	START	1697836074226
USER	first scenario	START	1697836074242
USER	first scenario	START	1697836074242
USER	first scenario	START	1697836074258
USER	first scenario	START	1697836074260
USER	first scenario	START	1697836074274
REQUEST		getOrders	1697836073313	1697836074279	OK	 
USER	first scenario	START	1697836074279
REQUEST		getOrders	1697836073290	1697836074289	OK	 
REQUEST		getOrders	1697836073281	1697836074290	OK	 
USER	first scenario	START	1697836074290
REQUEST		getOrders	1697836071323	1697836074301	OK	 
USER	first scenario	START	1697836074302
USER	first scenario	START	1697836074319
USER	first scenario	START	1697836074320
USER	first scenario	START	1697836074335
REQUEST		getOrders	1697836073313	1697836074336	OK	 
USER	first scenario	START	1697836074350
USER	first scenario	START	1697836074350
REQUEST		getOrders	1697836072571	1697836074356	OK	 
REQUEST		getOrders	1697836072433	1697836074361	OK	 
USER	first scenario	START	1697836074366
USER	first scenario	START	1697836074381
USER	first scenario	START	1697836074381
REQUEST		getOrders	1697836071142	1697836074389	OK	 
REQUEST		getOrders	1697836073161	1697836074389	OK	 
REQUEST		getOrders	1697836073002	1697836074389	OK	 
USER	first scenario	START	1697836074390
REQUEST		getOrders	1697836072924	1697836074403	OK	 
USER	first scenario	START	1697836074412
USER	first scenario	START	1697836074412
REQUEST		getOrders	1697836073002	1697836074415	OK	 
REQUEST		getOrders	1697836073079	1697836074416	OK	 
REQUEST		getOrders	1697836071087	1697836074416	OK	 
USER	first scenario	START	1697836074428
USER	first scenario	START	1697836074432
USER	first scenario	START	1697836074444
USER	first scenario	START	1697836074456
USER	first scenario	START	1697836074459
USER	first scenario	START	1697836074475
USER	first scenario	START	1697836074490
USER	first scenario	START	1697836074490
REQUEST		getOrders	1697836073155	1697836074493	OK	 
REQUEST		getOrders	1697836071593	1697836074497	OK	 
REQUEST		getOrders	1697836071592	1697836074497	OK	 
USER	first scenario	START	1697836074500
USER	first scenario	START	1697836074521
USER	first scenario	START	1697836074521
REQUEST		getOrders	1697836071159	1697836074529	OK	 
REQUEST		getOrders	1697836073638	1697836074535	OK	 
REQUEST		getOrders	1697836073654	1697836074541	OK	 
REQUEST		getOrders	1697836073654	1697836074541	OK	 
REQUEST		getOrders	1697836073659	1697836074552	OK	 
REQUEST		getOrders	1697836071640	1697836074553	OK	 
REQUEST		getOrders	1697836071640	1697836074553	OK	 
REQUEST		getOrders	1697836073064	1697836074562	OK	 
REQUEST		getOrders	1697836073669	1697836074589	OK	 
REQUEST		getOrders	1697836073281	1697836074595	OK	 
REQUEST		getOrders	1697836072632	1697836074599	OK	 
REQUEST		getOrders	1697836073529	1697836074617	OK	 
REQUEST		getOrders	1697836073438	1697836074617	OK	 
REQUEST		getOrders	1697836072386	1697836074652	OK	 
REQUEST		getOrders	1697836073591	1697836074660	OK	 
REQUEST		getOrders	1697836072569	1697836074701	OK	 
REQUEST		getOrders	1697836073080	1697836074720	OK	 
REQUEST		getOrders	1697836072214	1697836074722	OK	 
REQUEST		getOrders	1697836073407	1697836074722	OK	 
REQUEST		getOrders	1697836073622	1697836074727	OK	 
REQUEST		getOrders	1697836073469	1697836074730	OK	 
REQUEST		getOrders	1697836073607	1697836074730	OK	 
REQUEST		getOrders	1697836073623	1697836074730	OK	 
REQUEST		getOrders	1697836072679	1697836074732	OK	 
REQUEST		getOrders	1697836071453	1697836074734	OK	 
REQUEST		getOrders	1697836073872	1697836074739	OK	 
REQUEST		getOrders	1697836071484	1697836074743	OK	 
REQUEST		getOrders	1697836073170	1697836074743	OK	 
REQUEST		getOrders	1697836071173	1697836074743	OK	 
REQUEST		getOrders	1697836073840	1697836074755	OK	 
REQUEST		getOrders	1697836072340	1697836074779	OK	 
REQUEST		getOrders	1697836072293	1697836074780	OK	 
REQUEST		getOrders	1697836072246	1697836074780	OK	 
REQUEST		getOrders	1697836072909	1697836074791	OK	 
REQUEST		getOrders	1697836072892	1697836074812	OK	 
REQUEST		getOrders	1697836071905	1697836074812	OK	 
REQUEST		getOrders	1697836073918	1697836074812	OK	 
REQUEST		getOrders	1697836072739	1697836074829	OK	 
REQUEST		getOrders	1697836071920	1697836074875	OK	 
REQUEST		getOrders	1697836073940	1697836074886	OK	 
REQUEST		getOrders	1697836073933	1697836074886	OK	 
REQUEST		getOrders	1697836073142	1697836074907	OK	 
REQUEST		getOrders	1697836073963	1697836074907	OK	 
REQUEST		getOrders	1697836073963	1697836074907	OK	 
REQUEST		getOrders	1697836071966	1697836074911	OK	 
REQUEST		getOrders	1697836074026	1697836074930	OK	 
REQUEST		getOrders	1697836074149	1697836075011	OK	 
REQUEST		getOrders	1697836074134	1697836075019	OK	 
REQUEST		getOrders	1697836074134	1697836075030	OK	 
REQUEST		getOrders	1697836073498	1697836075031	OK	 
REQUEST		getOrders	1697836074181	1697836075048	OK	 
REQUEST		getOrders	1697836072183	1697836075071	OK	 
REQUEST		getOrders	1697836074196	1697836075078	OK	 
REQUEST		getOrders	1697836072199	1697836075078	OK	 
REQUEST		getOrders	1697836072118	1697836075095	OK	 
REQUEST		getOrders	1697836072214	1697836075096	OK	 
REQUEST		getOrders	1697836072184	1697836075107	OK	 
REQUEST		getOrders	1697836074212	1697836075107	OK	 
REQUEST		getOrders	1697836074212	1697836075114	OK	 
REQUEST		getOrders	1697836074258	1697836075145	OK	 
REQUEST		getOrders	1697836074260	1697836075159	OK	 
REQUEST		getOrders	1697836071080	1697836075174	OK	 
REQUEST		getOrders	1697836072401	1697836075217	OK	 
REQUEST		getOrders	1697836073979	1697836075267	OK	 
REQUEST		getOrders	1697836072013	1697836075280	OK	 
REQUEST		getOrders	1697836074460	1697836075280	OK	 
REQUEST		getOrders	1697836074490	1697836075298	OK	 
REQUEST		getOrders	1697836074456	1697836075299	OK	 
REQUEST		getOrders	1697836070910	1697836075321	OK	 
REQUEST		getOrders	1697836073322	1697836075322	OK	 
REQUEST		getOrders	1697836072479	1697836075333	OK	 
REQUEST		getOrders	1697836074475	1697836075333	OK	 
REQUEST		getOrders	1697836071375	1697836075339	OK	 
REQUEST		getOrders	1697836073374	1697836075353	OK	 
REQUEST		getOrders	1697836071951	1697836075354	OK	 
REQUEST		getOrders	1697836074521	1697836075367	OK	 
REQUEST		getOrders	1697836072495	1697836075376	OK	 
REQUEST		getOrders	1697836074335	1697836075429	OK	 
REQUEST		getOrders	1697836072755	1697836075432	OK	 
REQUEST		getOrders	1697836073887	1697836075433	OK	 
REQUEST		getOrders	1697836072597	1697836075439	OK	 
REQUEST		getOrders	1697836072556	1697836075439	OK	 
REQUEST		getOrders	1697836071871	1697836075439	OK	 
REQUEST		getOrders	1697836073484	1697836075457	OK	 
REQUEST		getOrders	1697836073391	1697836075471	OK	 
REQUEST		getOrders	1697836074290	1697836075471	OK	 
REQUEST		getOrders	1697836074432	1697836075477	OK	 
REQUEST		getOrders	1697836071080	1697836075552	OK	 
REQUEST		getOrders	1697836073872	1697836075553	OK	 
REQUEST		getOrders	1697836074319	1697836075557	OK	 
REQUEST		getOrders	1697836072138	1697836075564	OK	 
REQUEST		getOrders	1697836072940	1697836075564	OK	 
REQUEST		getOrders	1697836074490	1697836075564	OK	 
REQUEST		getOrders	1697836071701	1697836075571	OK	 
REQUEST		getOrders	1697836074320	1697836075618	OK	 
REQUEST		getOrders	1697836074274	1697836075618	OK	 
REQUEST		getOrders	1697836073204	1697836075618	OK	 
REQUEST		getOrders	1697836072779	1697836075619	OK	 
REQUEST		getOrders	1697836072770	1697836075619	OK	 
REQUEST		getOrders	1697836073380	1697836075621	OK	 
REQUEST		getOrders	1697836072801	1697836075627	OK	 
REQUEST		getOrders	1697836072861	1697836075645	OK	 
REQUEST		getOrders	1697836072801	1697836075652	OK	 
REQUEST		getOrders	1697836073344	1697836075663	OK	 
REQUEST		getOrders	1697836072495	1697836075664	OK	 
REQUEST		getOrders	1697836074521	1697836075682	OK	 
REQUEST		getOrders	1697836073453	1697836075691	OK	 
REQUEST		getOrders	1697836072924	1697836075728	OK	 
REQUEST		getOrders	1697836070910	1697836075771	OK	 
REQUEST		getOrders	1697836072971	1697836075802	OK	 
REQUEST		getOrders Redirect 1	1697836069690	1697836075813	OK	 
USER	first scenario	END	1697836075815
REQUEST		getOrders	1697836071889	1697836075821	OK	 
REQUEST		getOrders	1697836070818	1697836075821	OK	 
REQUEST		getOrders	1697836072831	1697836075821	OK	 
REQUEST		getOrders	1697836072971	1697836075847	OK	 
REQUEST		getOrders	1697836070878	1697836075865	OK	 
REQUEST		getOrders	1697836071159	1697836075879	OK	 
REQUEST		getOrders	1697836073683	1697836075891	OK	 
REQUEST		getOrders	1697836073755	1697836075919	OK	 
REQUEST		getOrders	1697836071515	1697836075922	OK	 
REQUEST		getOrders	1697836070614	1697836075922	OK	 
REQUEST		getOrders	1697836074279	1697836075923	OK	 
REQUEST		getOrders	1697836073701	1697836075981	OK	 
REQUEST		getOrders	1697836073359	1697836075990	OK	 
REQUEST		getOrders	1697836072510	1697836076000	OK	 
REQUEST		getOrders	1697836072125	1697836076000	OK	 
REQUEST		getOrders	1697836074412	1697836076016	OK	 
REQUEST		getOrders	1697836073111	1697836076025	OK	 
REQUEST		getOrders	1697836073110	1697836076027	OK	 
REQUEST		getOrders	1697836073127	1697836076031	OK	 
REQUEST		getOrders	1697836074390	1697836076045	OK	 
REQUEST		getOrders	1697836074501	1697836076066	OK	 
REQUEST		getOrders	1697836074118	1697836076074	OK	 
REQUEST		getOrders	1697836073249	1697836076074	OK	 
REQUEST		getOrders	1697836073730	1697836076083	OK	 
REQUEST		getOrders	1697836073133	1697836076090	OK	 
REQUEST		getOrders	1697836073499	1697836076090	OK	 
REQUEST		getOrders	1697836074381	1697836076097	OK	 
REQUEST		getOrders	1697836073344	1697836076124	OK	 
REQUEST		getOrders	1697836071733	1697836076125	OK	 
REQUEST		getOrders	1697836074350	1697836076169	OK	 
REQUEST		getOrders	1697836071685	1697836076172	OK	 
REQUEST		getOrders	1697836073181	1697836076223	OK	 
REQUEST		getOrders	1697836074366	1697836076228	OK	 
REQUEST		getOrders	1697836071727	1697836076231	OK	 
REQUEST		getOrders	1697836073221	1697836076231	OK	 
REQUEST		getOrders	1697836073219	1697836076249	OK	 
REQUEST		getOrders	1697836073902	1697836076255	OK	 
REQUEST		getOrders	1697836073234	1697836076255	OK	 
REQUEST		getOrders	1697836073454	1697836076443	OK	 
REQUEST		getOrders	1697836073826	1697836076485	OK	 
REQUEST		getOrders	1697836073856	1697836076490	OK	 
REQUEST		getOrders	1697836073422	1697836076597	OK	 
REQUEST		getOrders	1697836071763	1697836076598	OK	 
REQUEST		getOrders	1697836072846	1697836076637	OK	 
REQUEST		getOrders	1697836072955	1697836076677	OK	 
REQUEST		getOrders	1697836073725	1697836076713	OK	 
REQUEST		getOrders	1697836073701	1697836076753	OK	 
REQUEST		getOrders	1697836073775	1697836076755	OK	 
REQUEST		getOrders	1697836072541	1697836076766	OK	 
REQUEST		getOrders	1697836073803	1697836076770	OK	 
REQUEST		getOrders	1697836071694	1697836076770	OK	 
REQUEST		getOrders	1697836073742	1697836076792	OK	 
REQUEST		getOrders	1697836073470	1697836076828	OK	 
REQUEST		getOrders	1697836071359	1697836076850	OK	 
REQUEST		getOrders	1697836074444	1697836076987	OK	 
REQUEST		getOrders	1697836074149	1697836076997	OK	 
REQUEST		getOrders	1697836073265	1697836077007	OK	 
REQUEST		getOrders	1697836074181	1697836077045	OK	 
REQUEST		getOrders	1697836073809	1697836077077	OK	 
REQUEST		getOrders	1697836074226	1697836077094	OK	 
REQUEST		getOrders	1697836073375	1697836077144	OK	 
REQUEST		getOrders	1697836072448	1697836077175	OK	 
REQUEST		getOrders	1697836074350	1697836077277	OK	 
REQUEST		getOrders	1697836070271	1697836077277	OK	 
REQUEST		getOrders	1697836074428	1697836077278	OK	 
REQUEST		getOrders	1697836074057	1697836077292	OK	 
REQUEST		getOrders	1697836074069	1697836077300	OK	 
REQUEST		getOrders	1697836074068	1697836077302	OK	 
REQUEST		getOrders	1697836073520	1697836077331	OK	 
REQUEST		getOrders	1697836070444	1697836077362	OK	 
REQUEST		getOrders	1697836072525	1697836077410	OK	 
REQUEST		getOrders	1697836070552	1697836077419	OK	 
REQUEST		getOrders	1697836072832	1697836077463	OK	 
REQUEST		getOrders	1697836072940	1697836077499	OK	 
REQUEST		getOrders	1697836074086	1697836077559	OK	 
REQUEST		getOrders	1697836073793	1697836077631	OK	 
REQUEST		getOrders	1697836073581	1697836077634	OK	 
REQUEST		getOrders	1697836073576	1697836077634	OK	 
REQUEST		getOrders	1697836073546	1697836077760	OK	 
REQUEST		getOrders	1697836073561	1697836077760	OK	 
REQUEST		getOrders	1697836070801	1697836077764	OK	 
REQUEST		getOrders	1697836074163	1697836077833	OK	 
REQUEST		getOrders	1697836070406	1697836077992	OK	 
REQUEST		getOrders	1697836074242	1697836077993	OK	 
REQUEST		getOrders	1697836072460	1697836078040	OK	 
REQUEST		getOrders	1697836074381	1697836078080	OK	 
REQUEST		getOrders	1697836074412	1697836078080	OK	 
REQUEST		getOrders	1697836072816	1697836078196	OK	 
REQUEST		getOrders	1697836074103	1697836078196	OK	 
REQUEST		getOrders	1697836070958	1697836078197	OK	 
REQUEST		getOrders	1697836073762	1697836078213	OK	 
REQUEST		getOrders	1697836073717	1697836078376	OK	 
REQUEST		getOrders	1697836074103	1697836078559	OK	 
REQUEST		getOrders	1697836070503	1697836078607	OK	 
REQUEST		getOrders	1697836071112	1697836078639	OK	 
REQUEST		getOrders	1697836073064	1697836078651	OK	 
REQUEST		getOrders	1697836073890	1697836078738	OK	 
REQUEST		getOrders	1697836074302	1697836078745	OK	 
REQUEST		getOrders	1697836071874	1697836079019	OK	 
REQUEST		getOrders	1697836073418	1697836079272	OK	 
REQUEST		getOrders Redirect 1	1697836069718	1697836079373	OK	 
USER	first scenario	END	1697836079375
REQUEST		getOrders	1697836071779	1697836079441	OK	 
REQUEST		getOrders	1697836073249	1697836079481	OK	 
REQUEST		getOrders	1697836072401	1697836079554	OK	 
REQUEST		getOrders	1697836072417	1697836079728	OK	 
REQUEST		getOrders	1697836072862	1697836079877	OK	 
REQUEST		getOrders Redirect 1	1697836072106	1697836080130	OK	 
USER	first scenario	END	1697836080132
REQUEST		getOrders	1697836073202	1697836080261	OK	 
REQUEST		getOrders	1697836071995	1697836080325	OK	 
REQUEST		getOrders	1697836072153	1697836080428	OK	 
REQUEST		getOrders	1697836072679	1697836080797	OK	 
REQUEST		getOrders	1697836074010	1697836080876	OK	 
REQUEST		getOrders	1697836073994	1697836080876	OK	 
REQUEST		getOrders	1697836071981	1697836080884	OK	 
REQUEST		getOrders	1697836074041	1697836080961	OK	 
REQUEST		getOrders	1697836071843	1697836080972	OK	 
REQUEST		getOrders	1697836070645	1697836081173	OK	 
REQUEST		getOrders Redirect 1	1697836069690	1697836081346	OK	 
USER	first scenario	END	1697836081347
REQUEST		getOrders	1697836073520	1697836081454	OK	 
REQUEST		getOrders	1697836074005	1697836081607	OK	 
REQUEST		getOrders	1697836074242	1697836081668	OK	 
REQUEST		getOrders	1697836071422	1697836081696	KO	i.n.h.s.SslHandshakeTimeoutException: handshake timed out after 10000ms
USER	first scenario	END	1697836081699
REQUEST		getOrders	1697836071779	1697836081783	KO	i.n.c.ConnectTimeoutException: connection timed out: www.mvideo.ru/185.71.67.88:443
USER	first scenario	END	1697836081783
REQUEST		getOrders	1697836073994	1697836081861	OK	 
REQUEST		getOrders	1697836072580	1697836082581	KO	i.n.c.ConnectTimeoutException: connection timed out: www.mvideo.ru/185.71.67.88:443
USER	first scenario	END	1697836082581
REQUEST		getOrders	1697836070449	1697836082805	KO	i.n.h.s.SslHandshakeTimeoutException: handshake timed out after 10000ms
USER	first scenario	END	1697836082805
REQUEST		getOrders	1697836072738	1697836083109	KO	i.n.h.s.SslHandshakeTimeoutException: handshake timed out after 10000ms
USER	first scenario	END	1697836083109
REQUEST		getOrders	1697836073934	1697836083251	OK	 
REQUEST		getOrders	1697836072153	1697836083507	OK	 
REQUEST		getOrders Redirect 1	1697836071632	1697836083860	OK	 
USER	first scenario	END	1697836083861
REQUEST		getOrders	1697836070317	1697836084768	OK	 
REQUEST		getOrders	1697836073561	1697836085791	OK	 
REQUEST		getOrders	1697836073835	1697836086027	OK	 
REQUEST		getOrders	1697836073793	1697836086227	KO	i.n.h.s.SslHandshakeTimeoutException: handshake timed out after 10000ms
USER	first scenario	END	1697836086228
REQUEST		getOrders	1697836071744	1697836086340	OK	 
REQUEST		getOrders Redirect 1	1697836069690	1697836086917	OK	 
USER	first scenario	END	1697836086918
REQUEST		getOrders Redirect 1	1697836075280	1697836087416	OK	 
USER	first scenario	END	1697836087417
REQUEST		getOrders	1697836072277	1697836088009	OK	 
REQUEST		getOrders Redirect 1	1697836075333	1697836088559	OK	 
USER	first scenario	END	1697836088560
REQUEST		getOrders	1697836074038	1697836089034	OK	 
REQUEST		getOrders	1697836071235	1697836090897	OK	 
REQUEST		getOrders Redirect 1	1697836069876	1697836091373	OK	 
USER	first scenario	END	1697836091373
REQUEST		getOrders Redirect 1	1697836070965	1697836094987	OK	 
USER	first scenario	END	1697836094988
REQUEST		getOrders Redirect 1	1697836070215	1697836097077	OK	 
USER	first scenario	END	1697836097077
REQUEST		getOrders Redirect 1	1697836075367	1697836097699	OK	 
USER	first scenario	END	1697836097700
REQUEST		getOrders Redirect 1	1697836069818	1697836098289	OK	 
USER	first scenario	END	1697836098290
REQUEST		getOrders Redirect 1	1697836070640	1697836099433	OK	 
USER	first scenario	END	1697836099435
REQUEST		getOrders Redirect 1	1697836072411	1697836105013	OK	 
USER	first scenario	END	1697836105013
REQUEST		getOrders Redirect 1	1697836069986	1697836105263	OK	 
USER	first scenario	END	1697836105264
REQUEST		getOrders Redirect 1	1697836072264	1697836105358	OK	 
USER	first scenario	END	1697836105359
REQUEST		getOrders Redirect 1	1697836075079	1697836105467	OK	 
USER	first scenario	END	1697836105468
REQUEST		getOrders Redirect 1	1697836069810	1697836105651	OK	 
USER	first scenario	END	1697836105652
REQUEST		getOrders Redirect 1	1697836070123	1697836107382	OK	 
USER	first scenario	END	1697836107384
REQUEST		getOrders Redirect 1	1697836069787	1697836109500	OK	 
USER	first scenario	END	1697836109501
REQUEST		getOrders Redirect 1	1697836069876	1697836110362	OK	 
USER	first scenario	END	1697836110362
REQUEST		getOrders Redirect 1	1697836069787	1697836111170	OK	 
USER	first scenario	END	1697836111172
REQUEST		getOrders Redirect 1	1697836075072	1697836111535	OK	 
USER	first scenario	END	1697836111536
REQUEST		getOrders Redirect 1	1697836080961	1697836111811	OK	 
USER	first scenario	END	1697836111812
REQUEST		getOrders Redirect 1	1697836072396	1697836115549	OK	 
USER	first scenario	END	1697836115550
REQUEST		getOrders Redirect 1	1697836073333	1697836116107	OK	 
USER	first scenario	END	1697836116108
REQUEST		getOrders Redirect 1	1697836072396	1697836116249	OK	 
USER	first scenario	END	1697836116250
REQUEST		getOrders Redirect 1	1697836075079	1697836116652	OK	 
USER	first scenario	END	1697836116653
REQUEST		getOrders Redirect 1	1697836070114	1697836118809	OK	 
USER	first scenario	END	1697836118810
REQUEST		getOrders Redirect 1	1697836074617	1697836119032	OK	 
USER	first scenario	END	1697836119033
REQUEST		getOrders Redirect 1	1697836070086	1697836119078	OK	 
USER	first scenario	END	1697836119079
REQUEST		getOrders Redirect 1	1697836073694	1697836119943	OK	 
USER	first scenario	END	1697836119944
REQUEST		getOrders Redirect 1	1697836072156	1697836120218	OK	 
USER	first scenario	END	1697836120219
REQUEST		getOrders Redirect 1	1697836074755	1697836121135	OK	 
USER	first scenario	END	1697836121135
REQUEST		getOrders Redirect 1	1697836074535	1697836122193	OK	 
USER	first scenario	END	1697836122193
REQUEST		getOrders Redirect 1	1697836073178	1697836122239	OK	 
USER	first scenario	END	1697836122240
REQUEST		getOrders Redirect 1	1697836076025	1697836122307	OK	 
USER	first scenario	END	1697836122308
REQUEST		getOrders Redirect 1	1697836076031	1697836122460	OK	 
REQUEST		getOrders Redirect 1	1697836069690	1697836122461	OK	 
USER	first scenario	END	1697836122461
USER	first scenario	END	1697836122461
REQUEST		getOrders Redirect 1	1697836075439	1697836122766	OK	 
USER	first scenario	END	1697836122767
REQUEST		getOrders Redirect 1	1697836074279	1697836122871	OK	 
USER	first scenario	END	1697836122871
REQUEST		getOrders Redirect 1	1697836075729	1697836123222	OK	 
USER	first scenario	END	1697836123223
REQUEST		getOrders Redirect 1	1697836075019	1697836123834	OK	 
USER	first scenario	END	1697836123835
REQUEST		getOrders Redirect 1	1697836070675	1697836124106	OK	 
USER	first scenario	END	1697836124106
REQUEST		getOrders Redirect 1	1697836071085	1697836124114	OK	 
USER	first scenario	END	1697836124115
REQUEST		getOrders Redirect 1	1697836069757	1697836124311	OK	 
USER	first scenario	END	1697836124312
REQUEST		getOrders Redirect 1	1697836075298	1697836125095	OK	 
USER	first scenario	END	1697836125095
REQUEST		getOrders Redirect 1	1697836070148	1697836125113	OK	 
USER	first scenario	END	1697836125114
REQUEST		getOrders Redirect 1	1697836074780	1697836125595	OK	 
REQUEST		getOrders Redirect 1	1697836070364	1697836125595	OK	 
USER	first scenario	END	1697836125595
USER	first scenario	END	1697836125595
REQUEST		getOrders Redirect 1	1697836070263	1697836126045	OK	 
USER	first scenario	END	1697836126046
REQUEST		getOrders Redirect 1	1697836072128	1697836126159	OK	 
USER	first scenario	END	1697836126161
REQUEST		getOrders Redirect 1	1697836077144	1697836126197	OK	 
USER	first scenario	END	1697836126198
REQUEST		getOrders Redirect 1	1697836072929	1697836126341	OK	 
USER	first scenario	END	1697836126342
REQUEST		getOrders Redirect 1	1697836069856	1697836126572	OK	 
USER	first scenario	END	1697836126573
REQUEST		getOrders Redirect 1	1697836073904	1697836127522	OK	 
USER	first scenario	END	1697836127523
REQUEST		getOrders Redirect 1	1697836072040	1697836127595	OK	 
USER	first scenario	END	1697836127596
REQUEST		getOrders Redirect 1	1697836069690	1697836129691	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836129691
REQUEST		getOrders Redirect 1	1697836069715	1697836129723	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836129724
REQUEST		getOrders Redirect 1	1697836069715	1697836129727	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836129727
REQUEST		getOrders Redirect 1	1697836069736	1697836129738	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836129738
REQUEST		getOrders Redirect 1	1697836069757	1697836129757	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836129758
REQUEST		getOrders Redirect 1	1697836069757	1697836129758	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836129758
REQUEST		getOrders Redirect 1	1697836069787	1697836129789	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836129789
REQUEST		getOrders Redirect 1	1697836069796	1697836129804	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836129805
REQUEST		getOrders Redirect 1	1697836069825	1697836129831	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836129831
REQUEST		getOrders Redirect 1	1697836069851	1697836129858	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836129858
REQUEST		getOrders Redirect 1	1697836069864	1697836129866	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836129866
REQUEST		getOrders Redirect 1	1697836069922	1697836129927	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
REQUEST		getOrders Redirect 1	1697836069922	1697836129927	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836129927
USER	first scenario	END	1697836129927
REQUEST		getOrders Redirect 1	1697836069934	1697836129942	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836129942
REQUEST		getOrders Redirect 1	1697836069980	1697836129987	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
REQUEST		getOrders Redirect 1	1697836069986	1697836129987	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
REQUEST		getOrders Redirect 1	1697836069986	1697836129987	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836129988
USER	first scenario	END	1697836129988
USER	first scenario	END	1697836129988
REQUEST		getOrders Redirect 1	1697836070083	1697836130090	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836130090
REQUEST		getOrders Redirect 1	1697836070086	1697836130091	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836130091
REQUEST		getOrders Redirect 1	1697836070082	1697836130096	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
REQUEST		getOrders Redirect 1	1697836070083	1697836130096	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836130096
USER	first scenario	END	1697836130096
REQUEST		getOrders Redirect 1	1697836070999	1697836130159	OK	 
USER	first scenario	END	1697836130160
REQUEST		getOrders Redirect 1	1697836070229	1697836130236	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836130236
REQUEST		getOrders Redirect 1	1697836073261	1697836130266	OK	 
USER	first scenario	END	1697836130267
REQUEST		getOrders Redirect 1	1697836070285	1697836130298	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
REQUEST		getOrders Redirect 1	1697836070283	1697836130298	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836130298
USER	first scenario	END	1697836130298
REQUEST		getOrders Redirect 1	1697836070331	1697836130340	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
